physical_unit_id	source_id	dataset_id	opaque_patient_id	technical_eligibility	technical_reasons	technical_row_hash
ATLAS::atlas_s2_row_0045	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::47d97a3c9cefc540	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0ceb3a396791de2ba302aecc8b81a356274d5e22c7c1b73c9b36f3526d8f1850
ATLAS::atlas_s2_row_0070	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::63cd0f4b0f562f0b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ebbc765c8e30d0646487d935ac23538f831930b41a30fe88a3ae97ce89a4a07a
ATLAS::atlas_s2_row_0071	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::63cd0f4b0f562f0b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	e7e491f058069bbc46c7d7abe58cdfec3d965abe484bfb114ffdc4ed5fdbdb7a
ATLAS::atlas_s2_row_0072	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::63cd0f4b0f562f0b	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	e9cbe33b0a7b1e104c31a055c7a648e9c0332d3f87036de13d05cbb6f058e9eb
ATLAS::atlas_s2_row_0052	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6cc97102527df29c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4b46344aadd70eae07e9655e9ee3b0ef8367a0af65e80e6cb7bd465dd6798876
ATLAS::atlas_s2_row_0053	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6cc97102527df29c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d6d80914dbb3553169bb7ddfd69d95d247f292a290cf8ec32f23350366e34eb5
ATLAS::atlas_s2_row_0054	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6cc97102527df29c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ea5e3ea212ced2b9414a63fdae0c18eec24e804fa18d13274f84c9a15e1d2fee
ATLAS::atlas_s2_row_0055	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6cc97102527df29c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	f8486de63732b3c03c7cc671c3a96bb44acf0bb46d54bc945e95ff0e1f5e0a3d
ATLAS::atlas_s2_row_0056	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6cc97102527df29c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	40af2d081238d8664813474235fef58e65e8cc9b8a8900b5c94535047c346a5f
ATLAS::atlas_s2_row_0057	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6cc97102527df29c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	f8a33f70ceefb02b823216115b1c8fde85125f6ad531e1c40203dadfa4eb16a8
ATLAS::atlas_s2_row_0046	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6eef6b9c0e36ff9d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	809ab27efcffb635c747a3f396d66b0d9e72e170d6ba8425dc06b950ab24c3e4
ATLAS::atlas_s2_row_0047	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6eef6b9c0e36ff9d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	902c13056fa1d7718866df6c3ff3516247bea511bd8def2f75fa46440eecce56
ATLAS::atlas_s2_row_0048	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6eef6b9c0e36ff9d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	08e1d0f50999b42952cbae4ca752d030e331d77cd60ad307030eb04a6bcd4351
ATLAS::atlas_s2_row_0049	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6eef6b9c0e36ff9d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	66fb7898c65c70bc41020adfa93f79dbc017146beb016b4eab6005ad079565c3
ATLAS::atlas_s2_row_0050	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6eef6b9c0e36ff9d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9749bfe7d7cd3a150fc6fec297120715331e420d1f09373607c6823a71541cd2
ATLAS::atlas_s2_row_0051	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::6eef6b9c0e36ff9d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	40598699bfb7fb99c9ad1b0f4cd08e9ee09d0217614f32640fc7be14a4922bbb
ATLAS::atlas_s2_row_0058	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::b87884c46a1db702	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	2a82510591ee5dbbfc352b4bffbe8f988392ff7cc6b6932ff68d462101fc2ce4
ATLAS::atlas_s2_row_0059	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::b87884c46a1db702	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a611830e95ae2a78c3a307bc8e4e4c636b0465bdac09f3248194d86318704a90
ATLAS::atlas_s2_row_0060	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::b87884c46a1db702	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fb7b36744a3b5b8ed1e41b33e6974d8d050274fe4bdf99c15646feb3baf61b9d
ATLAS::atlas_s2_row_0061	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::b87884c46a1db702	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	86dff7e52f8555e3e68d7cc1e4316f2c527e5b9e82b263d5339c96e5c3b3117b
ATLAS::atlas_s2_row_0062	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::b87884c46a1db702	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a913011e851db3fbcf45e3694f16c44caa576cbde64d5e28431a5dfa581ae053
ATLAS::atlas_s2_row_0063	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::b87884c46a1db702	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	33d973de6bcdb4f2db03e86748c7e6abfb24658bb6b24a642c81169a2097e271
ATLAS::atlas_s2_row_0064	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::d7b5d30fa0e888a5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c067e13403dd909ca5b16269b19eb006444a9c8becbff42ac32f02fa5f3c455f
ATLAS::atlas_s2_row_0065	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::d7b5d30fa0e888a5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fa1b214daefd29607b18346af12538a59f53d6ca91df1cfcc12487b2d6c2f64d
ATLAS::atlas_s2_row_0066	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::d7b5d30fa0e888a5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	35324483f4e81d139e589048c37f6ab2f6e55f4bd3fd4290457cb55f256d52bd
ATLAS::atlas_s2_row_0073	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::fb8dcdf87cc22877	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	29c8aa2d997586b497fd0c784e1b7bb8275258f26de8ca8c2f2b21c5d092097d
ATLAS::atlas_s2_row_0074	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::fb8dcdf87cc22877	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	09a4f12e8a9d696c1fd80c5668a7e6b0b82a2eb826a87d6af7cd6e2214a32862
ATLAS::atlas_s2_row_0075	013_ATLAS_TABLE_S2	atlas_s2::brca::0d3358b91b69	atlas_s2::brca::0d3358b91b69::PATIENT::fb8dcdf87cc22877	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	0a3b45f37329435a1ad8a4373417c93007984eb378117f058867ed9ba288e2b6
ATLAS::atlas_s2_row_0084	013_ATLAS_TABLE_S2	atlas_s2::brca::9c4d62a70cd3	atlas_s2::brca::9c4d62a70cd3::PATIENT::b33f485ae1e02d55	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	fca1c8efa41c1d586ec78a3995609567d593b4a78b2477a24751812c2c25c962
ATLAS::atlas_s2_row_0083	013_ATLAS_TABLE_S2	atlas_s2::brca::9c4d62a70cd3	atlas_s2::brca::9c4d62a70cd3::PATIENT::be6cbdce24cf55f8	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6d2deb997c942e396e76ff01a270b6aeedd1b93bc00a18500c7173aacaa56f9a
ATLAS::atlas_s2_row_0082	013_ATLAS_TABLE_S2	atlas_s2::brca::9c4d62a70cd3	atlas_s2::brca::9c4d62a70cd3::PATIENT::ce5109317cb26bbc	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4d64c9635c40bcdfd1e20f4be84ebfa27a85a3eea38e51e79d935faadd190ac5
ATLAS::atlas_s2_row_0079	013_ATLAS_TABLE_S2	atlas_s2::brca::cfdcb7f168c4	atlas_s2::brca::cfdcb7f168c4::PATIENT::46b1482c2a883bbb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b1faf7b1846464593a0d9d2fff1eedf6e37738731f9f526c1809d49004eeed00
ATLAS::atlas_s2_row_0080	013_ATLAS_TABLE_S2	atlas_s2::brca::cfdcb7f168c4	atlas_s2::brca::cfdcb7f168c4::PATIENT::5260c7ef55109afa	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a67cec7e6008e80867f6e766f70d6cd36de16da6ac3af5714f6257b545e7d7ef
ATLAS::atlas_s2_row_0081	013_ATLAS_TABLE_S2	atlas_s2::brca::cfdcb7f168c4	atlas_s2::brca::cfdcb7f168c4::PATIENT::5260c7ef55109afa	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d5e0679eed301a1ba1818e79401799ac998d244a76b29c11bf7d05a9f0d38390
ATLAS::atlas_s2_row_0076	013_ATLAS_TABLE_S2	atlas_s2::brca::cfdcb7f168c4	atlas_s2::brca::cfdcb7f168c4::PATIENT::575bdd5279729260	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4f6a061028d78ba887f8975d86210f681e5bd5654b1bb967550c04e1caae9dc9
ATLAS::atlas_s2_row_0078	013_ATLAS_TABLE_S2	atlas_s2::brca::cfdcb7f168c4	atlas_s2::brca::cfdcb7f168c4::PATIENT::cf5a9ae6bb1b8a98	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	06fbf8e3bc0d6e3a32dad4f7626d66704c85a7d56ee67ba89ab353bd54acf03b
ATLAS::atlas_s2_row_0077	013_ATLAS_TABLE_S2	atlas_s2::brca::cfdcb7f168c4	atlas_s2::brca::cfdcb7f168c4::PATIENT::d210a383581894df	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	d7e41cd2611d10216453fe89b6999930f88558393f0843ced99b1bf2f37a4648
ATLAS::atlas_s2_row_0210	013_ATLAS_TABLE_S2	atlas_s2::coad::366b8f14f344	atlas_s2::coad::366b8f14f344::PATIENT::6c9b11b2ac24dbfd	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	54ec98fbdd61b080458b74a055fb1f5494345de3220e21fbd9862a75eb550134
ATLAS::atlas_s2_row_0209	013_ATLAS_TABLE_S2	atlas_s2::coad::366b8f14f344	atlas_s2::coad::366b8f14f344::PATIENT::f6bb14294f02ff58	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b1a9d5b2bb77424c8aa638acb849849bc378a3a6401b26a6d09bd4ebce673564
ATLAS::atlas_s2_row_0213	013_ATLAS_TABLE_S2	atlas_s2::coad::57914a45a84f	atlas_s2::coad::57914a45a84f::PATIENT::48a4d253e2214e86	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	33af62a3f1ee832fa141ffc6e7b03c5be54eb9959f810f70d83ff9cb4569fe86
ATLAS::atlas_s2_row_0214	013_ATLAS_TABLE_S2	atlas_s2::coad::57914a45a84f	atlas_s2::coad::57914a45a84f::PATIENT::55ea129ff19dc64d	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6bc396ed8dd2d9cd41c510b0ecaa55007a048ffbf76197ac826aa2c8c0855f37
ATLAS::atlas_s2_row_0216	013_ATLAS_TABLE_S2	atlas_s2::coad::57914a45a84f	atlas_s2::coad::57914a45a84f::PATIENT::60b44d8f628ce1f5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b75a5aa992a3901f2e749229c4213169b20594b4c6a19e2de3fdb791eb470bca
ATLAS::atlas_s2_row_0211	013_ATLAS_TABLE_S2	atlas_s2::coad::57914a45a84f	atlas_s2::coad::57914a45a84f::PATIENT::6511437aaf0277f7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	b83346e7eddf6f898d074c2c5d0c763d5fa3ecae82b0fdc50b5c3b0d8c9da9ec
ATLAS::atlas_s2_row_0215	013_ATLAS_TABLE_S2	atlas_s2::coad::57914a45a84f	atlas_s2::coad::57914a45a84f::PATIENT::8304321c70e870b1	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	2f906b84f97dc697df2a1c1e32f0b9605f3fbcc6a5ad67408f33a9d10260dbde
ATLAS::atlas_s2_row_0212	013_ATLAS_TABLE_S2	atlas_s2::coad::57914a45a84f	atlas_s2::coad::57914a45a84f::PATIENT::94dcaba8c20ed929	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	dc2833fffd4426c5893f05b60b83fe2007583e1e4f273bed21ba0312da2a1cbd
ATLAS::atlas_s2_row_0218	013_ATLAS_TABLE_S2	atlas_s2::coad::87c0a055d20d	atlas_s2::coad::87c0a055d20d::PATIENT::9bb0ff5822f6f9b1	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	13dfcfbab6c2f528226395aa09b6152e41242394e04c552487965ea0d62dfff6
ATLAS::atlas_s2_row_0217	013_ATLAS_TABLE_S2	atlas_s2::coad::87c0a055d20d	atlas_s2::coad::87c0a055d20d::PATIENT::db606d9102e99de7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	96deb538055f2b5624c01a7aced8c3aa40cd5bc65bf1113bee9a59da9970f675
ATLAS::atlas_s2_row_0219	013_ATLAS_TABLE_S2	atlas_s2::coad::87c0a055d20d	atlas_s2::coad::87c0a055d20d::PATIENT::e32c4d4e0bd83028	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9018824a11beba87f880184c1da0733fed50c0f8e68203e716287e078f08b31a
ATLAS::atlas_s2_row_0220	013_ATLAS_TABLE_S2	atlas_s2::coad::87c0a055d20d	atlas_s2::coad::87c0a055d20d::PATIENT::f7a34fa11f05669f	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	ce500fde31c017c4831ba657e555401c24d3b46228769126bc2f59ca475c9497
ATLAS::atlas_s2_row_0235	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::05f9ce6eebb314e6	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	9af86cfbf469893cb660c914af2f06d2b6007722708181f352b132b4f0adb449
ATLAS::atlas_s2_row_0236	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::05f9ce6eebb314e6	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	041078231753a1124bd572fc19008f02f4fcb84e554e99a2ddb2102f4b65c0dc
ATLAS::atlas_s2_row_0250	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::0f8c3b65b80883d7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	859bc29874e6682bbd95c51f992f1342753e71da35bb86f6c704cda9be7c417a
ATLAS::atlas_s2_row_0251	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::0f8c3b65b80883d7	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	693eb920a5a587aec03c4c1fa1d28924c38cc32041ae665c5d5797b0f7f72584
ATLAS::atlas_s2_row_0261	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::11ddd1e8521fa507	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	69108b39e0f93ebd49f1d473ad785da20bfdd3d7d62fbd0f67e7dd68fedd5cc9
ATLAS::atlas_s2_row_0262	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::11ddd1e8521fa507	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	12d439b8d46e12c08800a7202417e742d1768467c5750500106d2bfa6df3e827
ATLAS::atlas_s2_row_0252	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::124245e87647f664	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	87b1436b33418b0bbc98ef4ff0039772cf7e4bb4764bc3a87e2536c189936693
ATLAS::atlas_s2_row_0243	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::24714485de019fc1	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	df817d2a7ca4a9517bd917882d3c0195d89cfa8ccd62a1a61039bcc95a32f470
ATLAS::atlas_s2_row_0248	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::47c382450071731c	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	15868712c474b1fbe9b4b8473c4d2e5f6cb67c67e8985fd9d1a9b2b7772f3458
ATLAS::atlas_s2_row_0233	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::4a809caefb1a5ddb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	cb15316c3c6c48e3214eee131773daf59f8090adc9ed8c6305198845d482fc06
ATLAS::atlas_s2_row_0234	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::4a809caefb1a5ddb	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	83c0977e11cfb65588be8b80e716f875a35adbee8e113853bec5df6cafdbba0e
ATLAS::atlas_s2_row_0257	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::548839afe43852a4	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	6f4b961562c85bbc9b2397e9e362f31b1ef07cc0b77f748d37ab1fdf1d7d0bfa
ATLAS::atlas_s2_row_0258	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::548839afe43852a4	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	851cecbd32543e9cb5c4eb694bf0a1b43c40565cecde93259b69026516cf34c4
ATLAS::atlas_s2_row_0254	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::55cdcd9e0ee3f9d5	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	8443fdd85a2818f61e64dd00612c74ff9abc6fb8cd75d6c1c49c97ee416f7d9f
ATLAS::atlas_s2_row_0245	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::682a27f9ba2e61d2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	a1537f722e2c237416ab532e7375db69b606399d9d3e54831fd62f3cdab9568e
ATLAS::atlas_s2_row_0246	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::682a27f9ba2e61d2	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	c34a33fd41c4a39046e87ebf16af84aa058e4fec93162b5c22c7fc3639b4ef82
ATLAS::atlas_s2_row_0231	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::6bd5f72528fd9add	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	4b559b838a06ebcdd61b0ebe06d316d950e919a7e9b2edf36679eb0cd590d4ca
ATLAS::atlas_s2_row_0232	013_ATLAS_TABLE_S2	atlas_s2::coad::924c9618a153	atlas_s2::coad::924c9618a153::PATIENT::6bd5f72528fd9add	ineligible	counts_not_technically_available|observation_count_unavailable|record_status_not_current	32ef9045c31f2e8cba493610a4679e82f061988342ad80380ea7be30610e3c93
